timestamp,cluster_label,workload,threads,tps,p95_ms,avg_latency_ms,total_queries,errors,exit_code,status,cpu_usage_pct,memory_usage_pct,disk_io_mbps
2026-04-17T07:52:03Z,tuned_rw_retry_20260417,oltp_read_write,50,329.63,287.38,151.65,1978640,0,0,ok,0.0,0.0,0.00
2026-04-17T07:57:43Z,tuned_rw_retry_20260417,oltp_read_write,200,509.84,682.06,392.15,3061360,0,0,ok,0.0,0.0,0.00
